query	target	fident	alnlen	mismatch	gapopen	qstart	qend	tstart	tend	evalue	bits	qlen	tlen	qtmscore	ttmscore	alntmscore	rmsd	prob	taxid	taxname	taxlineage
0.pdb	7cyy_B	0.601	158	38	3	1	158	3	135	1.301E-17	666	158	135	8.094E-01	9.446E-01	9.446E-01	1.989E+00	1.000	235909	Geobacillus kaustophilus HTA426	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Bacillota;c_Bacilli;o_Bacillales;f_Bacillaceae;g_Geobacillus;-_Geobacillus thermoleovorans group;s_Geobacillus kaustophilus;-_Geobacillus kaustophilus HTA426
0.pdb	5cgg_O	0.616	159	41	4	1	158	1	140	1.350E-15	545	158	140	7.806E-01	8.764E-01	8.764E-01	3.177E+00	1.000	559292	Saccharomyces cerevisiae S288C	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Saccharomycotina;c_Saccharomycetes;o_Saccharomycetales;f_Saccharomycetaceae;g_Saccharomyces;s_Saccharomyces cerevisiae;-_Saccharomyces cerevisiae S288C
0.pdb	7ae0_4F	0.487	156	62	3	3	158	2	139	3.543E-15	529	158	139	7.930E-01	8.956E-01	8.956E-01	2.526E+00	1.000	388413	Algoriphagus machipongonensis	-_cellular organisms;d_Bacteria;-_FCB group;-_Bacteroidota/Chlorobiota group;p_Bacteroidota;c_Cytophagia;o_Cytophagales;f_Cyclobacteriaceae;g_Algoriphagus;s_Algoriphagus machipongonensis
0.pdb	8h8s_C	0.355	163	77	5	5	157	2	146	3.637E-12	413	158	146	7.569E-01	8.165E-01	8.165E-01	3.303E+00	1.000	9913	Bos taurus	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Laurasiatheria;o_Artiodactyla;-_Ruminantia;-_Pecora;f_Bovidae;-_Bovinae;g_Bos;s_Bos taurus
0.pdb	2dk1_A	0.356	157	68	7	6	157	3	131	4.259E-10	357	158	131	7.090E-01	8.489E-01	8.489E-01	3.211E+00	1.000	9606	Homo sapiens	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens
0.pdb	3bix_B	0.337	163	80	6	5	156	2	147	2.066E-10	341	158	147	7.462E-01	7.990E-01	7.990E-01	3.442E+00	1.000	10116	Rattus norvegicus	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;-_Glires;o_Rodentia;-_Myomorpha;-_Muroidea;f_Muridae;-_Murinae;g_Rattus;s_Rattus norvegicus
0.pdb	6bf2_A	0.339	162	80	5	5	156	2	146	1.324E-08	286	158	146	7.366E-01	7.928E-01	7.928E-01	3.403E+00	1.000	9606	Homo sapiens	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens
0.pdb	7ae0_5B	0.220	159	86	11	4	151	2	133	3.788E-05	154	158	138	5.601E-01	6.319E-01	6.319E-01	5.310E+00	1.000	388413	Algoriphagus machipongonensis	-_cellular organisms;d_Bacteria;-_FCB group;-_Bacteroidota/Chlorobiota group;p_Bacteroidota;c_Cytophagia;o_Cytophagales;f_Cyclobacteriaceae;g_Algoriphagus;s_Algoriphagus machipongonensis
0.pdb	7cyx_B	0.116	215	115	10	4	155	2	204	2.152E-03	107	158	211	5.815E-01	4.501E-01	4.501E-01	1.005E+01	1.000	226900	Bacillus cereus ATCC 14579	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Bacillota;c_Bacilli;o_Bacillales;f_Bacillaceae;g_Bacillus;-_Bacillus cereus group;s_Bacillus cereus;-_Bacillus cereus ATCC 14579
0.pdb	7ae0_4D	0.136	154	108	7	4	154	5	136	1.177E-03	106	158	145	5.126E-01	5.473E-01	5.473E-01	5.585E+00	1.000	388413	Algoriphagus machipongonensis	-_cellular organisms;d_Bacteria;-_FCB group;-_Bacteroidota/Chlorobiota group;p_Bacteroidota;c_Cytophagia;o_Cytophagales;f_Cyclobacteriaceae;g_Algoriphagus;s_Algoriphagus machipongonensis
0.pdb	3jaq_P	0.186	145	84	8	12	155	88	199	1.251E-03	91	158	202	4.105E-01	3.276E-01	3.276E-01	1.462E+01	0.997	28985	Kluyveromyces lactis	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Saccharomycotina;c_Saccharomycetes;o_Saccharomycetales;f_Saccharomycetaceae;g_Kluyveromyces;s_Kluyveromyces lactis
0.pdb	3jaq_Q	0.175	154	82	11	12	158	88	203	2.152E-03	87	158	203	4.584E-01	3.660E-01	3.660E-01	1.291E+01	0.994	28985	Kluyveromyces lactis	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Saccharomycotina;c_Saccharomycetes;o_Saccharomycetales;f_Saccharomycetaceae;g_Kluyveromyces;s_Kluyveromyces lactis
0.pdb	7cyx_A	0.101	168	110	11	4	158	2	141	3.446E-02	84	158	142	5.524E-01	6.061E-01	6.061E-01	5.837E+00	0.991	226900	Bacillus cereus ATCC 14579	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Bacillota;c_Bacilli;o_Bacillales;f_Bacillaceae;g_Bacillus;-_Bacillus cereus group;s_Bacillus cereus;-_Bacillus cereus ATCC 14579
0.pdb	1afi_A	0.068	161	107	5	1	158	1	121	2.234E-01	60	158	157	5.169E-01	5.197E-01	5.197E-01	5.350E+00	0.772	623	Shigella flexneri	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Shigella;s_Shigella flexneri
0.pdb	7a4i_wB	0.058	155	109	4	2	156	34	151	4.336E-01	53	158	152	4.950E-01	5.116E-01	5.116E-01	6.597E+00	0.569	10710	Lambdavirus lambda	d_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes;g_Lambdavirus;s_Lambdavirus lambda
0.pdb	5ftw_A	0.065	153	108	9	4	151	2	124	1.298E-01	52	158	392	4.060E-01	1.979E-01	1.979E-01	7.516E+00	0.537	1423	Bacillus subtilis	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Bacillota;c_Bacilli;o_Bacillales;f_Bacillaceae;g_Bacillus;-_Bacillus subtilis group;s_Bacillus subtilis
0.pdb	5b7j_A	0.100	169	123	11	3	154	2	158	1.652E-01	51	158	361	4.380E-01	2.479E-01	2.479E-01	6.685E+00	0.505	284812	Schizosaccharomyces pombe 972h-	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_Taphrinomycotina;c_Schizosaccharomycetes;o_Schizosaccharomycetales;f_Schizosaccharomycetaceae;g_Schizosaccharomyces;s_Schizosaccharomyces pombe;-_Schizosaccharomyces pombe 972h-
0.pdb	2b95_A	0.093	160	98	7	4	158	10	127	7.460E-01	47	158	131	4.466E-01	5.197E-01	5.197E-01	6.227E+00	0.382	9606	Homo sapiens	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens
0.pdb	1b03_A	0.112	107	67	5	4	104	182	266	3.407E-01	46	158	330	3.093E-01	1.671E-01	1.671E-01	7.955E+00	0.353	0	unclassified	unclassified
0.pdb	7a4g_DI	0.120	166	105	12	4	155	7	145	4.336E-01	41	158	402	4.220E-01	2.135E-01	2.135E-01	6.259E+00	0.233	10710	Lambdavirus lambda	d_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes;g_Lambdavirus;s_Lambdavirus lambda
0.pdb	4b0c_D	0.097	144	87	7	4	139	181	289	3.407E-01	40	158	327	3.190E-01	1.738E-01	1.738E-01	1.515E+01	0.214	287	Pseudomonas aeruginosa	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Pseudomonadales;f_Pseudomonadaceae;g_Pseudomonas;-_Pseudomonas aeruginosa group;s_Pseudomonas aeruginosa
0.pdb	3blu_A	0.117	162	97	9	1	156	1	122	8.416E-01	39	158	137	3.943E-01	4.431E-01	4.431E-01	7.728E+00	0.196	630	Yersinia enterocolitica	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales;f_Yersiniaceae;g_Yersinia;s_Yersinia enterocolitica
0.pdb	1a0n_B	0.071	112	72	6	4	102	2	94	5.196E-01	35	158	96	2.321E-01	3.260E-01	3.260E-01	8.074E+00	0.138	9606	Homo sapiens	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens
0.pdb	7clr_i	0.101	177	106	10	5	156	17	165	2.373E-01	34	158	175	2.439E-01	2.308E-01	2.308E-01	1.339E+01	0.126	90371	Salmonella enterica subsp. enterica serovar Typhimurium	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Salmonella;s_Salmonella enterica;-_Salmonella enterica subsp. enterica;-_Salmonella enterica subsp. enterica serovar Typhimurium
0.pdb	8gwn_C	0.096	156	106	7	4	153	4	130	1.735E+00	34	158	362	4.109E-01	2.213E-01	2.213E-01	7.343E+00	0.126	2697049	Severe acute respiratory syndrome coronavirus 2	d_Viruses;-_Riboviria;k_Orthornavirae;p_Pisuviricota;c_Pisoniviricetes;o_Nidovirales;-_Cornidovirineae;f_Coronaviridae;-_Orthocoronavirinae;g_Betacoronavirus;-_Sarbecovirus;s_Severe acute respiratory syndrome-related coronavirus;-_Severe acute respiratory syndrome coronavirus 2
0.pdb	2hg9_M	0.051	194	111	11	3	155	7	168	1.448E+00	34	158	483	4.003E-01	1.649E-01	1.649E-01	8.173E+00	0.126	1063	Cereibacter sphaeroides	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria;o_Rhodobacterales;f_Paracoccaceae;g_Cereibacter;s_Cereibacter sphaeroides
0.pdb	1a0n_B	0.037	106	82	5	4	102	2	94	9.495E-01	33	158	96	2.427E-01	3.467E-01	3.467E-01	9.359E+00	0.116	9606	Homo sapiens	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens
0.pdb	7clr_j	0.090	177	108	10	5	156	16	164	3.407E-01	33	158	174	2.526E-01	2.368E-01	2.368E-01	1.309E+01	0.116	90371	Salmonella enterica subsp. enterica serovar Typhimurium	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Salmonella;s_Salmonella enterica;-_Salmonella enterica subsp. enterica;-_Salmonella enterica subsp. enterica serovar Typhimurium
0.pdb	5aq7_B	0.093	107	80	7	1	103	244	337	4.336E-01	33	158	355	2.209E-01	1.220E-01	1.220E-01	9.382E+00	0.116	32630	synthetic construct	-_other entries;-_other sequences;-_artificial sequences;s_synthetic construct
0.pdb	6hvv_L	0.090	121	71	8	5	108	2	100	1.071E+00	32	158	101	2.796E-01	3.980E-01	3.980E-01	1.135E+01	0.106	559292	Saccharomyces cerevisiae S288C	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Saccharomycotina;c_Saccharomycetes;o_Saccharomycetales;f_Saccharomycetaceae;g_Saccharomyces;s_Saccharomyces cerevisiae;-_Saccharomyces cerevisiae S288C
0.pdb	3clp_A	0.089	178	107	10	5	156	18	166	5.861E-01	32	158	176	2.626E-01	2.456E-01	2.456E-01	1.253E+01	0.106	0	unclassified	unclassified
0.pdb	4b0c_E	0.097	144	87	8	4	139	181	289	1.138E+00	32	158	326	3.170E-01	1.716E-01	1.716E-01	1.533E+01	0.106	287	Pseudomonas aeruginosa	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Pseudomonadales;f_Pseudomonadaceae;g_Pseudomonas;-_Pseudomonas aeruginosa group;s_Pseudomonas aeruginosa
0.pdb	1b03_A	0.104	144	86	7	4	139	182	290	1.284E+00	32	158	329	3.190E-01	1.738E-01	1.738E-01	1.453E+01	0.106	0	unclassified	unclassified
0.pdb	6bdq_A	0.142	21	18	0	3	23	209	229	2.985E+00	32	158	774	1.314E-01	2.704E-02	2.704E-02	5.989E-01	0.106	6183	Schistosoma mansoni	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Protostomia;-_Spiralia;-_Lophotrochozoa;p_Platyhelminthes;c_Trematoda;-_Digenea;o_Strigeidida;-_Schistosomatoidea;f_Schistosomatidae;g_Schistosoma;s_Schistosoma mansoni
0.pdb	3f1z_I	0.077	168	98	11	3	141	2	141	1.008E+00	31	158	387	3.334E-01	1.699E-01	1.699E-01	1.019E+01	0.098	272620	Klebsiella pneumoniae subsp. pneumoniae MGH 78578	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;-_Klebsiella/Raoultella group;g_Klebsiella;s_Klebsiella pneumoniae;-_Klebsiella pneumoniae subsp. pneumoniae;-_Klebsiella pneumoniae subsp. pneumoniae MGH 78578
0.pdb	3bex_B	0.260	23	17	0	1	23	79	101	2.985E+00	30	158	156	1.348E-01	1.364E-01	1.364E-01	1.856E+00	0.090	0	unclassified	unclassified
0.pdb	3bex_A	0.272	22	16	0	2	23	91	112	3.577E+00	30	158	167	1.303E-01	1.235E-01	1.235E-01	1.729E+00	0.090	0	unclassified	unclassified
