best_strata	best_strata_taxa	color_best_strata_taxa
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
no rank	cellular organisms	#000000
