query	target	fident	alnlen	mismatch	gapopen	qstart	qend	tstart	tend	evalue	bits	qlen	tlen	qtmscore	ttmscore	alntmscore	rmsd	prob	taxid	taxname	taxlineage
0.pdb	7a2z_B	0.188	367	181	16	19	365	8	277	6.153E-17	489	553	277	3.939E-01	7.501E-01	7.501E-01	5.430E+00	1.000	32630	synthetic construct	-_other entries;-_other sequences;-_artificial sequences;s_synthetic construct
0.pdb	2aaz_C	0.179	378	181	17	19	365	9	288	2.277E-16	464	553	288	4.005E-01	7.396E-01	7.396E-01	5.237E+00	1.000	5207	Cryptococcus neoformans	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Basidiomycota;-_Agaricomycotina;c_Tremellomycetes;o_Tremellales;f_Cryptococcaceae;g_Cryptococcus;-_Cryptococcus neoformans species complex;s_Cryptococcus neoformans
0.pdb	2aaz_E	0.173	380	183	15	19	365	9	290	6.259E-16	436	553	293	3.844E-01	6.948E-01	6.948E-01	6.356E+00	1.000	5207	Cryptococcus neoformans	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Basidiomycota;-_Agaricomycotina;c_Tremellomycetes;o_Tremellales;f_Cryptococcaceae;g_Cryptococcus;-_Cryptococcus neoformans species complex;s_Cryptococcus neoformans
0.pdb	8a9k_E	0.185	383	192	20	15	365	2	296	8.076E-15	396	553	296	3.979E-01	7.071E-01	7.071E-01	6.281E+00	1.000	9606	Homo sapiens	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens
0.pdb	4bmt_A	0.171	303	149	12	17	310	6	215	3.923E-12	367	553	223	3.314E-01	7.840E-01	7.840E-01	4.610E+00	1.000	1396	Bacillus cereus	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Bacillota;c_Bacilli;o_Bacillales;f_Bacillaceae;g_Bacillus;-_Bacillus cereus group;s_Bacillus cereus
0.pdb	8a9l_C	0.196	403	223	18	14	368	4	353	2.396E-13	340	553	353	4.170E-01	6.303E-01	6.303E-01	9.135E+00	1.000	9606	Homo sapiens	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens
0.pdb	3j0k_B	0.116	335	180	15	30	363	2	221	1.439E-08	225	553	226	3.102E-01	6.892E-01	6.892E-01	1.108E+01	1.000	9606	Homo sapiens	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens
0.pdb	8h2i_bg	0.133	345	161	18	28	363	2	217	5.019E-08	222	553	219	3.130E-01	7.250E-01	7.250E-01	5.821E+00	1.000	10506	Paramecium bursaria Chlorella virus 1	d_Viruses;-_Varidnaviria;k_Bamfordvirae;p_Nucleocytoviricota;c_Megaviricetes;o_Algavirales;f_Phycodnaviridae;g_Chlorovirus;s_Paramecium bursaria Chlorella virus 1
0.pdb	8h2i_bf	0.146	348	164	16	23	363	1	222	1.300E-07	213	553	223	3.260E-01	7.335E-01	7.335E-01	5.676E+00	1.000	10506	Paramecium bursaria Chlorella virus 1	d_Viruses;-_Varidnaviria;k_Bamfordvirae;p_Nucleocytoviricota;c_Megaviricetes;o_Algavirales;f_Phycodnaviridae;g_Chlorovirus;s_Paramecium bursaria Chlorella virus 1
0.pdb	5j4d_MB	0.129	341	162	18	30	363	4	216	1.464E-07	212	553	219	3.130E-01	7.263E-01	7.263E-01	5.702E+00	1.000	262724	Thermus thermophilus HB27	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Deinococcota;c_Deinococci;o_Thermales;f_Thermaceae;g_Thermus;s_Thermus thermophilus;-_Thermus thermophilus HB27
