new_name	old_name	cnidocyte	epidermis	gastrodermis	germline	gland	neuron	precursors
Hydra_vulgaris_MIJPv3___NP_001267732.1	Hvul_g15451_1	0.997148281288006	1	1.04332083312406	0.996118162759161	0.999495966026734	1.10764957005865	1.01350506612715
Hydra_vulgaris_MIJPv3___NP_001267735.1	Hvul_g2657_1	4.90006321994416	0.958642454471114	0.937622195189502	0.94160167229299	1	1.05544224690936	1.0328947214456
Hydra_vulgaris_MIJPv3___NP_001267739.1	Hvul_g17990_1	1	1.09034611328368	0.94618404728756	13.0660198406539	1.01868521136342	0.955735422385703	0.965843704046428
Hydra_vulgaris_MIJPv3___NP_001267744.1	Hvul_g33632_1	1.89946334681954	0.995168893959828	0.98669338338376	0.984800594471669	1.01170693540758	1	1.05101788744327
Hydra_vulgaris_MIJPv3___NP_001267748.1	Hvul_g10810_1	0.967228707555402	0.89459997519627	6.46926937427574	1	21.4275544323641	1.32562210579627	0.97493811020893
Hydra_vulgaris_MIJPv3___NP_001267753.1	Hvul_g4263_1	NA	NA	NA	NA	NA	NA	NA
Hydra_vulgaris_MIJPv3___NP_001267756.1	Hvul_g3660_1	2.43197351450184	19.9415982717661	1.94278673529184	0.995341075532005	0.886266126987924	1	0.810289925057065
Hydra_vulgaris_MIJPv3___NP_001267759.1	Hvul_g31959_1	1.00171945336991	1.01031389201567	1	1.00082464260386	0.999651668644544	0.999651668644544	0.999651668644544
Hydra_vulgaris_MIJPv3___NP_001267762.1	Hvul_g20117_1	0.998540479363313	0.96039873646688	0.994725277473922	1.0141011623979	17.8631703919216	1.40679578510304	1
Hydra_vulgaris_MIJPv3___NP_001267765.1	NA	NA	NA	NA	NA	NA	NA	NA
Hydra_vulgaris_MIJPv3___NP_001267768.1	Hvul_g1450_1	0.827966661678955	2.57232497392661	1.85114277507251	1	0.741792260220617	1.07258534292354	0.625811672434627
Hydra_vulgaris_MIJPv3___NP_001267774.1	Hvul_g19915_2	NA	NA	NA	NA	NA	NA	NA
Hydra_vulgaris_MIJPv3___NP_001267778.1	Hvul_g19602_1	0.984025949802627	1.10880434012334	1	1.22565253196084	0.979546063211179	0.979495184862379	1.00333947740383
Hydra_vulgaris_MIJPv3___NP_001267780.1	Hvul_g7262_1	0.868625523742043	1	1.18018309661943	0.781876352837996	0.969333042803299	1.76603358738361	1.03469757515983
Hydra_vulgaris_MIJPv3___NP_001267782.1	Hvul_g30304_1	0.571783389437387	0.67341975242481	4.72085825987727	1.36354390568464	9.36025496472756	1	0.579022511073307
Hydra_vulgaris_MIJPv3___NP_001267786.1	NA	NA	NA	NA	NA	NA	NA	NA
Hydra_vulgaris_MIJPv3___NP_001267790.1	Hvul_g5994_1	3.1772196039317	0.971288158431497	0.95396560374267	0.959233073477319	1.00665171881504	1.066197971161	1
Hydra_vulgaris_MIJPv3___NP_001267795.1	Hvul_g31199_1	1	0.95943930296208	0.921807260380992	1.13696500457681	0.905598753257824	1.00936923195481	1.02063722837005
Hydra_vulgaris_MIJPv3___NP_001267798.1	NA	NA	NA	NA	NA	NA	NA	NA
Hydra_vulgaris_MIJPv3___NP_001267800.1	Hvul_g30300_1	0.918532646597612	0.900362972752786	1	7.95517402264383	20.5683190683071	1.35818798805054	0.886781362647105
Hydra_vulgaris_MIJPv3___NP_001267803.1	Hvul_g8805_1	1	0.991878532788111	0.967982300624989	1.14841201209967	0.933431704043324	1.02679780796774	1.03524808698734
Hydra_vulgaris_MIJPv3___NP_001267805.1	Hvul_g11572_1	9.14625116492002	0.892263762980619	0.827395209039832	0.876345245858524	1	1.07218616003194	1.1332192907194
Hydra_vulgaris_MIJPv3___NP_001267810.1	Hvul_g21209_1	0.99710988046573	0.999934774881687	1	1.28639699047906	0.913898823081908	1.08065989572622	1.02536345395339
Hydra_vulgaris_MIJPv3___NP_001267812.1	Hvul_g2661_1	12.1064918779974	0.979994913805402	0.890785721884137	0.961978276389764	1.10557059558749	1.35514997483533	1
Hydra_vulgaris_MIJPv3___NP_001267814.1	Hvul_g30298_1	0.91751165500808	0.840421631893707	6.73369662161552	0.954637423053605	41.4466926973191	1.43903674345936	1
Hydra_vulgaris_MIJPv3___NP_001267819.1	Hvul_g7302_2	NA	NA	NA	NA	NA	NA	NA
Hydra_vulgaris_MIJPv3___NP_001267821.1	Hvul_g17997_1	1.00506465132277	1.05741253834154	0.991541520176583	6.71868162386207	0.998104391340179	0.983536582461761	1
Hydra_vulgaris_MIJPv3___NP_001267824.1	NA	NA	NA	NA	NA	NA	NA	NA
