query	target	fident	alnlen	mismatch	gapopen	qstart	qend	tstart	tend	evalue	bits	qlen	tlen	qtmscore	ttmscore	alntmscore	rmsd	prob	taxid	taxname	taxlineage
0.pdb	8f7w_C	0.414	335	176	3	2	335	83	398	1.089E-41	1497	337	398	9.149E-01	7.765E-01	7.765E-01	1.208E+00	1.000	9913	Bos taurus	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Laurasiatheria;o_Artiodactyla;-_Ruminantia;-_Pecora;f_Bovidae;-_Bovinae;g_Bos;s_Bos taurus
0.pdb	8f7w_E	0.410	336	178	4	2	335	82	399	1.661E-41	1475	337	399	9.132E-01	7.734E-01	7.734E-01	1.423E+00	1.000	32630	synthetic construct	-_other entries;-_other sequences;-_artificial sequences;s_synthetic construct
0.pdb	4f8z_A	0.408	335	177	4	2	335	82	396	3.636E-41	1463	337	396	9.065E-01	7.731E-01	7.731E-01	2.343E+00	1.000	2026	Thermoactinomyces vulgaris	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Bacillota;c_Bacilli;o_Bacillales;f_Thermoactinomycetaceae;g_Thermoactinomyces;s_Thermoactinomyces vulgaris
0.pdb	8f7w_B	0.405	335	177	4	2	335	83	396	7.057E-41	1448	337	396	9.036E-01	7.707E-01	7.707E-01	2.341E+00	1.000	10116	Rattus norvegicus	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;-_Glires;o_Rodentia;-_Myomorpha;-_Muroidea;f_Muridae;-_Murinae;g_Rattus;s_Rattus norvegicus
0.pdb	7cmg_A	0.574	334	108	4	1	334	80	379	5.158E-40	1343	337	379	8.714E-01	7.761E-01	7.761E-01	1.215E+00	1.000	431947	Porphyromonas gingivalis ATCC 33277	-_cellular organisms;d_Bacteria;-_FCB group;-_Bacteroidota/Chlorobiota group;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Porphyromonadaceae;g_Porphyromonas;s_Porphyromonas gingivalis;-_Porphyromonas gingivalis ATCC 33277
0.pdb	5f82_A	0.262	362	215	14	4	335	88	427	8.865E-30	941	337	427	8.357E-01	6.656E-01	6.656E-01	3.474E+00	1.000	287	Pseudomonas aeruginosa	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Pseudomonadales;f_Pseudomonadaceae;g_Pseudomonas;-_Pseudomonas aeruginosa group;s_Pseudomonas aeruginosa
0.pdb	7anm_B	0.259	362	216	15	4	335	88	427	1.600E-28	896	337	427	8.341E-01	6.655E-01	6.655E-01	3.320E+00	1.000	12541	Nudaurelia capensis omega virus	d_Viruses;-_Riboviria;k_Orthornavirae;p_Kitrinoviricota;c_Alsuviricetes;o_Hepelivirales;f_Alphatetraviridae;g_Omegatetravirus;s_Nudaurelia capensis omega virus
0.pdb	7anm_aa	0.253	363	214	16	3	335	87	422	2.753E-28	877	337	422	8.195E-01	6.620E-01	6.620E-01	3.427E+00	1.000	12541	Nudaurelia capensis omega virus	d_Viruses;-_Riboviria;k_Orthornavirae;p_Kitrinoviricota;c_Alsuviricetes;o_Hepelivirales;f_Alphatetraviridae;g_Omegatetravirus;s_Nudaurelia capensis omega virus
0.pdb	4f72_B	0.155	374	218	17	12	318	139	481	1.618E-14	357	337	528	6.422E-01	4.250E-01	4.250E-01	6.196E+00	1.000	226186	Bacteroides thetaiotaomicron VPI-5482	-_cellular organisms;d_Bacteria;-_FCB group;-_Bacteroidota/Chlorobiota group;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron;-_Bacteroides thetaiotaomicron VPI-5482
0.pdb	2g57_A	0.180	200	116	13	23	209	96	260	2.917E-03	86	337	488	3.205E-01	2.313E-01	2.313E-01	8.757E+00	0.993	0	unclassified	unclassified
0.pdb	1ixt_A	0.175	177	95	9	23	192	103	235	4.188E-03	81	337	284	2.723E-01	3.172E-01	3.172E-01	7.034E+00	0.986	0	unclassified	unclassified
0.pdb	6iwj_A	0.172	180	108	12	23	192	102	250	4.449E-03	81	337	301	3.050E-01	3.357E-01	3.357E-01	5.605E+00	0.986	190192	Methanopyrus kandleri AV19	-_cellular organisms;d_Archaea;p_Euryarchaeota;-_Methanomada group;c_Methanopyri;o_Methanopyrales;f_Methanopyraceae;g_Methanopyrus;s_Methanopyrus kandleri;-_Methanopyrus kandleri AV19
0.pdb	6f5p_D	0.157	190	101	10	21	190	78	228	8.128E-03	77	337	393	2.875E-01	2.507E-01	2.507E-01	6.736E+00	0.975	100673	Influenza C virus (C/Johannesburg/1/66)	d_Viruses;-_Riboviria;k_Orthornavirae;p_Negarnaviricota;-_Polyploviricotina;c_Insthoviricetes;o_Articulavirales;f_Orthomyxoviridae;g_Gammainfluenzavirus;s_Influenza C virus;-_Influenza C virus (C/Johannesburg/1/66)
0.pdb	8czn_B	0.154	188	99	12	23	190	93	240	3.943E-03	75	337	291	2.851E-01	3.233E-01	3.233E-01	6.260E+00	0.967	83333	Escherichia coli K-12	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli;-_Escherichia coli K-12
0.pdb	1ixt_A	0.131	236	109	11	27	209	80	272	1.913E-03	74	337	274	2.725E-01	3.252E-01	3.252E-01	1.067E+01	0.961	0	unclassified	unclassified
0.pdb	4dr3_K	0.145	234	116	13	23	209	67	263	5.019E-03	73	337	265	2.928E-01	3.614E-01	3.614E-01	1.134E+01	0.956	300852	Thermus thermophilus HB8	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Deinococcota;c_Deinococci;o_Thermales;f_Thermaceae;g_Thermus;s_Thermus thermophilus;-_Thermus thermophilus HB8
0.pdb	1ixt_A	0.174	189	101	13	21	192	100	250	1.167E-02	73	337	298	2.927E-01	3.250E-01	3.250E-01	6.323E+00	0.956	0	unclassified	unclassified
0.pdb	7ewk_K	0.143	230	138	17	9	209	309	508	4.725E-03	73	337	522	3.223E-01	2.260E-01	2.260E-01	1.017E+01	0.956	77009	Hordeum vulgare subsp. spontaneum	-_cellular organisms;d_Eukaryota;k_Viridiplantae;p_Streptophyta;-_Streptophytina;-_Embryophyta;-_Tracheophyta;-_Euphyllophyta;-_Spermatophyta;c_Magnoliopsida;-_Mesangiospermae;-_Liliopsida;-_Petrosaviidae;-_commelinids;o_Poales;f_Poaceae;-_BOP clade;-_Pooideae;-_Triticodae;-_Triticeae;-_Hordeinae;g_Hordeum;s_Hordeum vulgare;-_Hordeum vulgare subsp. spontaneum
