query	target	fident	alnlen	mismatch	gapopen	qstart	qend	tstart	tend	evalue	bits	qlen	tlen	qtmscore	ttmscore	alntmscore	rmsd	prob	taxid	taxname	taxlineage
0.pdb	1a81_A	0.287	167	104	4	96	262	1	152	4.238E-15	504	321	156	4.555E-01	9.134E-01	9.134E-01	1.591E+00	1.000	9606	Homo sapiens	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens
0.pdb	1a80_A	0.273	168	106	6	96	262	1	153	2.592E-15	490	321	157	4.387E-01	8.688E-01	8.688E-01	2.763E+00	1.000	1720	Corynebacterium sp.	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Actinomycetota;c_Actinomycetes;o_Mycobacteriales;f_Corynebacteriaceae;g_Corynebacterium;-_unclassified Corynebacterium;s_Corynebacterium sp.
0.pdb	1a81_E	0.366	161	99	3	94	251	1	161	1.637E-14	473	321	184	4.566E-01	7.730E-01	7.730E-01	2.499E+00	1.000	9606	Homo sapiens	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens
0.pdb	8a7z_A	0.288	163	102	4	96	258	1	149	1.034E-13	456	321	151	4.419E-01	9.127E-01	9.127E-01	2.119E+00	1.000	1961	Streptomyces virginiae	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Actinomycetota;c_Actinomycetes;o_Kitasatosporales;f_Streptomycetaceae;g_Streptomyces;s_Streptomyces virginiae
0.pdb	2che_A	0.132	136	83	8	98	216	33	150	3.821E-01	40	321	195	2.197E-01	3.268E-01	3.268E-01	5.795E+00	0.214	602	Salmonella enterica subsp. enterica serovar Typhimurium	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Salmonella;s_Salmonella enterica;-_Salmonella enterica subsp. enterica;-_Salmonella enterica subsp. enterica serovar Typhimurium
0.pdb	2dh4_B	0.091	142	70	7	96	183	3	139	4.321E-01	28	321	249	1.423E-01	1.712E-01	1.712E-01	7.836E+00	0.076	4932	Saccharomyces cerevisiae	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Saccharomycotina;c_Saccharomycetes;o_Saccharomycetales;f_Saccharomycetaceae;g_Saccharomyces;s_Saccharomyces cerevisiae
0.pdb	8eax_G	0.134	141	91	10	53	183	1	120	3.178E-01	25	321	122	8.924E-02	1.592E-01	1.592E-01	2.925E+01	0.057	1214568	Diaporthe amygdali	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_sordariomyceta;c_Sordariomycetes;-_Sordariomycetidae;o_Diaporthales;f_Diaporthaceae;g_Diaporthe;s_Diaporthe amygdali
0.pdb	4b3t_P	0.131	91	71	3	72	160	1	85	5.045E+00	24	321	129	1.518E-01	3.016E-01	3.016E-01	9.426E+00	0.051	300852	Thermus thermophilus HB8	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Deinococcota;c_Deinococci;o_Thermales;f_Thermaceae;g_Thermus;s_Thermus thermophilus;-_Thermus thermophilus HB8
0.pdb	3j9x_h	0.068	145	69	7	95	183	2	136	1.669E+00	24	321	236	1.573E-01	1.986E-01	1.986E-01	6.923E+00	0.051	157899	Sulfolobus islandicus rod-shaped virus 2	d_Viruses;-_Adnaviria;k_Zilligvirae;p_Taleaviricota;c_Tokiviricetes;o_Ligamenvirales;f_Rudiviridae;g_Icerudivirus;s_Icerudivirus SIRV2;-_Sulfolobus islandicus rod-shaped virus 2
0.pdb	8eax_E	0.124	145	88	10	53	183	1	120	1.570E+00	21	321	122	1.035E-01	2.009E-01	2.009E-01	3.036E+01	0.034	1214568	Diaporthe amygdali	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_sordariomyceta;c_Sordariomycetes;-_Sordariomycetidae;o_Diaporthales;f_Diaporthaceae;g_Diaporthe;s_Diaporthe amygdali
0.pdb	3chb_F	0.066	181	111	11	70	225	1	148	1.021E+00	21	321	382	1.292E-01	1.151E-01	1.151E-01	1.679E+01	0.034	666	Vibrio cholerae	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Vibrionales;f_Vibrionaceae;g_Vibrio;s_Vibrio cholerae
