query	target	fident	alnlen	mismatch	gapopen	qstart	qend	tstart	tend	evalue	bits	qlen	tlen	qtmscore	ttmscore	alntmscore	rmsd	prob	taxid	taxname	taxlineage
0.pdb	1apj_A	0.189	401	285	15	9	384	2	387	2.417E-25	765	385	393	8.260E-01	8.104E-01	8.104E-01	3.634E+00	1.000	9606	Homo sapiens	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens
0.pdb	1apj_A	0.191	402	283	18	9	384	2	387	5.865E-25	764	385	393	8.344E-01	8.184E-01	8.184E-01	3.327E+00	1.000	9606	Homo sapiens	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens
0.pdb	2dim_A	0.191	417	270	20	7	382	1	391	1.268E-23	674	385	399	7.751E-01	7.499E-01	7.499E-01	4.126E+00	1.000	9606	Homo sapiens	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens
0.pdb	2f9p_A	0.218	402	264	18	7	385	1	375	1.923E-22	664	385	378	7.816E-01	7.948E-01	7.948E-01	3.822E+00	1.000	9606	Homo sapiens	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens
0.pdb	7b03_A	0.188	388	276	15	6	384	1	358	7.057E-22	663	385	361	7.729E-01	8.203E-01	8.203E-01	4.578E+00	1.000	86473	uncultured Gammaproteobacteria bacterium	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;-_environmental samples;s_uncultured Gammaproteobacteria bacterium
0.pdb	5ed9_A	0.214	391	270	16	6	384	1	366	6.652E-22	662	385	372	7.939E-01	8.195E-01	8.195E-01	4.035E+00	1.000	10090	Mus musculus	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;-_Glires;o_Rodentia;-_Myomorpha;-_Muroidea;f_Muridae;-_Murinae;g_Mus;-_Mus;s_Mus musculus
0.pdb	2ep0_A	0.187	395	282	19	5	384	2	372	2.296E-22	652	385	377	7.743E-01	7.893E-01	7.893E-01	4.709E+00	1.000	9606	Homo sapiens	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens
0.pdb	7b03_B	0.187	389	271	16	6	384	1	354	2.442E-21	649	385	357	7.714E-01	8.273E-01	8.273E-01	4.287E+00	1.000	86473	uncultured Gammaproteobacteria bacterium	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;-_environmental samples;s_uncultured Gammaproteobacteria bacterium
0.pdb	7b03_C	0.192	390	271	16	6	384	1	357	3.481E-21	642	385	360	7.680E-01	8.170E-01	8.170E-01	4.436E+00	1.000	86473	uncultured Gammaproteobacteria bacterium	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;-_environmental samples;s_uncultured Gammaproteobacteria bacterium
0.pdb	7b02_A	0.185	388	276	15	6	384	1	357	9.507E-21	641	385	361	7.811E-01	8.293E-01	8.293E-01	4.452E+00	1.000	6183	Schistosoma mansoni	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Protostomia;-_Spiralia;-_Lophotrochozoa;p_Platyhelminthes;c_Trematoda;-_Digenea;o_Strigeidida;-_Schistosomatoidea;f_Schistosomatidae;g_Schistosoma;s_Schistosoma mansoni
