query	target	fident	alnlen	mismatch	gapopen	qstart	qend	tstart	tend	evalue	bits	qlen	tlen	qtmscore	ttmscore	alntmscore	rmsd	prob	taxid	taxname	taxlineage
0.pdb	2jev_A	0.155	412	251	21	13	420	2	320	2.642E-21	619	454	321	6.005E-01	8.247E-01	8.247E-01	4.930E+00	1.000	9606	Homo sapiens	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens
0.pdb	2jex_A	0.153	411	252	17	11	420	5	320	1.970E-20	605	454	321	6.032E-01	8.281E-01	8.281E-01	4.903E+00	1.000	10559	Deltapapillomavirus 4	d_Viruses;-_Monodnaviria;k_Shotokuvirae;p_Cossaviricota;c_Papovaviricetes;o_Zurhausenvirales;f_Papillomaviridae;-_Firstpapillomavirinae;g_Deltapapillomavirus;s_Deltapapillomavirus 4
0.pdb	4bhp_A	0.185	416	237	18	13	420	2	323	3.556E-20	582	454	323	5.909E-01	8.022E-01	8.022E-01	4.166E+00	1.000	562	Escherichia coli	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli
0.pdb	2h36_X	0.174	430	235	23	13	421	2	332	7.720E-16	341	454	332	4.066E-01	5.092E-01	5.092E-01	7.848E+00	1.000	176106	Sulfolobus islandicus filamentous virus	d_Viruses;-_Adnaviria;k_Zilligvirae;p_Taleaviricota;c_Tokiviricetes;o_Ligamenvirales;f_Lipothrixviridae;g_Betalipothrixvirus;s_Sulfolobus islandicus filamentous virus
0.pdb	2hrh_A	0.115	486	256	23	12	428	2	382	8.218E-14	254	454	664	3.773E-01	2.852E-01	2.852E-01	9.291E+00	1.000	76130	Coriolopsis trogii	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Basidiomycota;-_Agaricomycotina;c_Agaricomycetes;-_Agaricomycetes incertae sedis;o_Polyporales;f_Polyporaceae;g_Coriolopsis;s_Coriolopsis trogii
0.pdb	1hs5_A	0.123	486	253	25	10	426	1	382	7.747E-14	249	454	667	3.696E-01	2.794E-01	2.794E-01	9.421E+00	1.000	9606	Homo sapiens	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens
0.pdb	1dw5_A	0.113	483	258	30	10	428	1	377	2.688E-11	209	454	377	3.728E-01	4.252E-01	4.252E-01	9.698E+00	1.000	0	unclassified	unclassified
0.pdb	1dw4_A	0.119	478	257	25	10	425	2	377	5.463E-11	205	454	377	3.852E-01	4.365E-01	4.365E-01	9.319E+00	1.000	0	unclassified	unclassified
0.pdb	7dae_C	0.107	474	258	28	10	424	13	380	9.313E-10	192	454	380	3.873E-01	4.406E-01	4.406E-01	1.020E+01	1.000	9823	Sus scrofa	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Laurasiatheria;o_Artiodactyla;-_Suina;f_Suidae;g_Sus;s_Sus scrofa
0.pdb	4cgf_A	0.131	259	131	13	188	423	7	194	5.501E-07	190	454	194	3.130E-01	6.706E-01	6.706E-01	4.098E+00	1.000	11676	Human immunodeficiency virus 1	d_Viruses;-_Riboviria;k_Pararnavirae;p_Artverviricota;c_Revtraviricetes;o_Ortervirales;f_Retroviridae;-_Orthoretrovirinae;g_Lentivirus;s_Human immunodeficiency virus 1
