query	target	fident	alnlen	mismatch	gapopen	qstart	qend	tstart	tend	evalue	bits	qlen	tlen	qtmscore	ttmscore	alntmscore	rmsd	prob	taxid	taxname	taxlineage
0.pdb	7dr2_bJ	0.531	378	173	2	1	376	1	376	2.715E-27	1304	376	376	9.150E-01	9.150E-01	9.150E-01	2.582E+00	1.000	2762	Cyanophora paradoxa	-_cellular organisms;d_Eukaryota;c_Glaucocystophyceae;f_Cyanophoraceae;g_Cyanophora;s_Cyanophora paradoxa
0.pdb	1cbg_A	0.534	374	172	1	3	376	1	372	5.539E-27	1261	376	372	9.021E-01	9.113E-01	9.113E-01	2.732E+00	1.000	3899	Trifolium repens	-_cellular organisms;d_Eukaryota;k_Viridiplantae;p_Streptophyta;-_Streptophytina;-_Embryophyta;-_Tracheophyta;-_Euphyllophyta;-_Spermatophyta;c_Magnoliopsida;-_Mesangiospermae;-_eudicotyledons;-_Gunneridae;-_Pentapetalae;-_rosids;-_fabids;o_Fabales;f_Fabaceae;-_Papilionoideae;-_50 kb inversion clade;-_NPAAA clade;-_Hologalegina;-_IRL clade;-_Trifolieae;g_Trifolium;s_Trifolium repens
0.pdb	6a65_A	0.394	380	220	3	6	375	5	384	1.290E-23	1138	376	386	8.974E-01	8.755E-01	8.755E-01	2.650E+00	1.000	9606	Homo sapiens	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens
0.pdb	5bpf_C	0.539	376	173	0	1	376	1	376	1.003E-25	1135	376	376	8.738E-01	8.738E-01	8.738E-01	3.282E+00	1.000	632	Yersinia pestis	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales;f_Yersiniaceae;g_Yersinia;-_Yersinia pseudotuberculosis complex;s_Yersinia pestis
0.pdb	5i1n_H	0.531	376	170	2	4	376	1	373	1.329E-24	1107	376	373	8.804E-01	8.870E-01	8.870E-01	2.896E+00	1.000	32630	synthetic construct	-_other entries;-_other sequences;-_artificial sequences;s_synthetic construct
0.pdb	5i1o_G	0.538	373	172	0	4	376	1	373	1.661E-24	1107	376	373	8.813E-01	8.878E-01	8.878E-01	2.992E+00	1.000	32630	synthetic construct	-_other entries;-_other sequences;-_artificial sequences;s_synthetic construct
0.pdb	4elm_G	0.538	373	172	0	4	376	1	373	9.441E-24	1063	376	373	8.873E-01	8.939E-01	8.939E-01	2.916E+00	1.000	10090	Mus musculus	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;-_Glires;o_Rodentia;-_Myomorpha;-_Muroidea;f_Muridae;-_Murinae;g_Mus;-_Mus;s_Mus musculus
0.pdb	5bpi_C	0.539	376	173	0	1	376	1	376	1.816E-24	1058	376	376	8.636E-01	8.636E-01	8.636E-01	3.488E+00	1.000	2261	Pyrococcus furiosus	-_cellular organisms;d_Archaea;p_Euryarchaeota;c_Thermococci;o_Thermococcales;f_Thermococcaceae;g_Pyrococcus;s_Pyrococcus furiosus
0.pdb	3hui_A	0.541	373	171	0	4	376	1	373	1.519E-24	1050	376	373	8.568E-01	8.630E-01	8.630E-01	3.403E+00	1.000	1076	Rhodopseudomonas palustris	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria;o_Hyphomicrobiales;f_Nitrobacteraceae;g_Rhodopseudomonas;s_Rhodopseudomonas palustris
0.pdb	8gv7_B	0.538	373	172	0	4	376	1	373	2.372E-24	1041	376	373	8.561E-01	8.623E-01	8.623E-01	3.411E+00	1.000	1395524	Influenza A virus (A/flat-faced bat/Peru/033/2010(H18N11))	d_Viruses;-_Riboviria;k_Orthornavirae;p_Negarnaviricota;-_Polyploviricotina;c_Insthoviricetes;o_Articulavirales;f_Orthomyxoviridae;g_Alphainfluenzavirus;s_Influenza A virus;-_H18N11 subtype;-_Influenza A virus (A/flat-faced bat/Peru/033/2010(H18N11))
0.pdb	4elk_C	0.538	373	172	0	4	376	1	373	4.491E-23	1023	376	373	8.761E-01	8.826E-01	8.826E-01	3.103E+00	1.000	10090	Mus musculus	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;-_Glires;o_Rodentia;-_Myomorpha;-_Muroidea;f_Muridae;-_Murinae;g_Mus;-_Mus;s_Mus musculus
0.pdb	3huj_C	0.541	373	171	0	4	376	1	373	1.308E-22	991	376	373	8.825E-01	8.890E-01	8.890E-01	2.974E+00	1.000	9606	Homo sapiens	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens
0.pdb	6huv_D	0.538	375	171	2	3	376	1	374	1.495E-22	955	376	374	8.663E-01	8.705E-01	8.705E-01	3.206E+00	1.000	559292	Saccharomyces cerevisiae S288C	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Saccharomycotina;c_Saccharomycetes;o_Saccharomycetales;f_Saccharomycetaceae;g_Saccharomyces;s_Saccharomyces cerevisiae;-_Saccharomyces cerevisiae S288C
0.pdb	6d1w_C	0.334	389	237	8	3	373	1	385	2.513E-20	949	376	388	8.737E-01	8.483E-01	8.483E-01	3.096E+00	1.000	9606	Homo sapiens	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens
0.pdb	8g5y_Sg	0.538	373	172	0	4	376	1	373	2.513E-20	868	376	373	8.700E-01	8.764E-01	8.764E-01	3.156E+00	1.000	9606	Homo sapiens	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens
0.pdb	3hug_G	0.538	373	172	0	4	376	1	373	8.248E-21	867	376	373	8.611E-01	8.674E-01	8.674E-01	3.303E+00	1.000	83332	Mycobacterium tuberculosis H37Rv	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Actinomycetota;c_Actinomycetes;o_Mycobacteriales;f_Mycobacteriaceae;g_Mycobacterium;-_Mycobacterium tuberculosis complex;s_Mycobacterium tuberculosis;-_Mycobacterium tuberculosis H37Rv
0.pdb	2azn_A	0.540	374	170	2	4	376	1	373	4.420E-21	862	376	373	8.304E-01	8.364E-01	8.364E-01	3.762E+00	1.000	2190	Methanocaldococcus jannaschii	-_cellular organisms;d_Archaea;p_Euryarchaeota;-_Methanomada group;c_Methanococci;o_Methanococcales;f_Methanocaldococcaceae;g_Methanocaldococcus;s_Methanocaldococcus jannaschii
